RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
7653,Assault Simple,202100013304,100,"WELK PL, B",CPD,2021/05/16 20:18:40+00,1618,"Stein, Nathan"
7654,Unauthorized Use of Motor Veh,202100013296,1400,SUNRISE PARK LN,CPD,2021/05/16 18:01:02+00,1401,"Young, Steven"
7655,Missing Person-juvenile,202100013291,2300,ANGUS RD,CPD,2021/05/16 15:53:37+00,1153,"Turner, Devon"
7656,Lost/FoundProperty,202100013288,1400,RUGBY AVE,CPD,2021/05/16 15:00:09+00,1100,"Barbour, Tremaine"
7657,Larceny - All Other,202100013284,100,W MARKET ST,CPD,2021/05/16 13:09:33+00,0909,"Johnston, Ernest"
7658,Shots Fired/Illegal Hunting,202100013260,400,GARRETT ST,CPD,2021/05/16 05:14:22+00,0114,"Gower, Charles"
7659,Accident - w/out Injuries,202100013255,1100,MILLMONT ST,CPD,2021/05/16 04:27:59+00,0027,"Whitten, Tobyn"
7660,Drug/Narcotics Violation,202100013229,800,NASSAU ST,CPD,2021/05/16 01:48:34+00,2148,"Houchens, Jamell"
7661,Missing Person-juvenile,202100013234,2300,ANGUS RD,CPD,2021/05/16 01:27:04+00,2127,"Whitten, Tobyn"
7662,Missing Person-juvenile,202100013227,2300,ANGUS RD,CPD,2021/05/16 01:27:04+00,2127,"Whitten, Tobyn"
7663,Assault Simple,202100013219,600,RUGBY RD,CPD,2021/05/15 23:48:01+00,1948,"Eckenroth, Rachel"
7664,Disorderly Conduct,202100013211,2300,ANGUS RD,CPD,2021/05/15 22:36:11+00,1836,"Whitten, Tobyn"
7665,Assault Simple,202100013193,400,E MAIN ST,CPD,2021/05/15 19:55:29+00,1555,"Turner, Devon"
7666,Suspicious Activity,202100013189,800,PAGE ST,CPD,2021/05/15 18:10:42+00,1410,"Pittman, Terry"
7667,Harassment,202180000050,1100,LOCUST AVE,CPD,2021/05/15 15:56:51+00,1156,"Moje, Ashley"
7668,Fraud-false pretense,202100013180,100,"HURST LN, 308",CPD,2021/05/15 15:48:40+00,1148,"Turner, Devon"
7669,Death Investigation - DOA,202100013179,300,10 1/2 ST NW,CPD,2021/05/15 15:46:17+00,1146,"HARPINE, MATTHEW"
7670,Vandalism,202100013176,1500,UNIVERSITY AVE,CPD,2021/05/15 15:03:41+00,1103,"Burnett, James"
7671,Drunkeness DIP,202100013157,1600,EMMET ST N,CPD,2021/05/15 06:49:36+00,0249,"Hall, Stephen"
7672,Assault Simple,202100013156,100,PENICK CT,CPD,2021/05/15 06:21:04+00,0221,"Morris, William "
7673,Hit and Run,202100013137,,RUGBY RD / 250 BYP,CPD,2021/05/15 03:45:50+00,2345,"Hall, Stephen"
7674,Hit and Run,202100013136,1000,W MAIN ST,CPD,2021/05/15 03:41:59+00,2341,"Vlasis, Christopher"
7675,Hit and Run,202100013131,,HINTON AVE / RIALTO ST,CPD,2021/05/15 02:35:21+00,2235,"Lucas, Corbin"
7676,Vandalism,202100013110,2300,ANGUS RD,CPD,2021/05/15 01:12:44+00,2112,"Smith, Daniel"
7677,Lost/FoundProperty,202100013102,,EMMET ST S @ UNIVERSITY AVE,CPD,2021/05/14 22:24:10+00,1824,"Huffman, Mark"
7678,Animal - Bite,202100013087,1500,OXFORD RD,CPD,2021/05/14 21:00:47+00,1700,"Pittman, Terry"
7679,Larceny - All Other,202100013091,100,BROOKWOOD DR,CPD,2021/05/14 20:48:49+00,1648,"Pendleton, Eric"
7680,Warrant Service,202100013075,1100,5TH ST SW,CPD,2021/05/14 17:53:00+00,1353,"Thomas, Eric"
7681,Assist Citizen - Mental/TDO/ECO,202100013046,600,NORTH AVE,CPD,2021/05/14 09:01:09+00,0501,"Morris, William "
7682,Assault Aggravated,202100013044,1200,RIVANNA AVE,CPD,2021/05/14 06:15:44+00,0215,"Adams, Jonathan"
7683,Weapons Violations,202100013041,,RUGBY RD / CHANCELLOR ST,CPD,2021/05/14 05:26:54+00,0126,"Patel, Akash"
7684,Drunkeness DIP,202100013033,100,ELLIEWOOD AVE,CPD,2021/05/14 02:29:36+00,2229,"Eckenroth, Rachel"
7685,Larceny - From Motor Vehicle,202100013022,200,RAYMOND AVE,CPD,2021/05/14 00:11:36+00,2011,"Stein, Nathan"
7686,Lost/FoundProperty,202100013029,1700,JEFFERSON PARK AVE,CPD,2021/05/13 22:12:48+00,1812,"Eckenroth, Rachel"
7687,Assault Simple,202100013013,800,"HARDY DR, E",CPD,2021/05/13 21:48:23+00,1748,"Holley, Barrett"
7688,Lost/FoundProperty,202100012998,600,E MARKET ST,CPD,2021/05/13 20:02:44+00,1602,"Lowe, Courtney"
7689,Suspicious Activity,202100012995,1000,BIRDWOOD RD,CPD,2021/05/13 19:38:37+00,1538,"Houchens, Jamell"
7690,Forgery/Counterfeiting,202100012991,1600,EMMET ST N,CPD,2021/05/13 19:24:51+00,1524,"Green, Bryan"
7691,Sex Offense - Forcible Sodomy,202100012987,300,"MONTE VISTA AVE, B",CPD,2021/05/13 18:52:30+00,1452,"Hiner, Kim"
7692,Hit and Run,202100012986,1200,EMMET ST N,CPD,2021/05/13 18:47:05+00,1447,"KEPLINGER, CHRISTOPHER"
7693,Hit and Run,202100012982,1300,"CARLTON AVE, 307",CPD,2021/05/13 17:40:57+00,1340,"Pendleton, Eric"
7694,Missing Person-juvenile,202100012980,500,PARK ST,CPD,2021/05/13 17:21:00+00,1321,"Pittman, Terry"
7695,Motor Vehicle Theft,202100012965,1700,MONTICELLO RD,CPD,2021/05/13 13:01:58+00,0901,"Pendleton, Eric"
7696,Hit and Run,202100012954,1000,BIRDWOOD RD,CPD,2021/05/13 11:57:28+00,0757,"Pendleton, Eric"
7697,Hit and Run,202100012953,1500,E HIGH ST,CPD,2021/05/13 10:50:46+00,0650,"Morris, William "
7698,Domestic Disturbance,202100012926,600,NORTH AVE,CPD,2021/05/13 00:12:35+00,2012,"Green, Bryan"
7699,Hit and Run,202100012925,1400,UNIVERSITY AVE,CPD,2021/05/12 23:59:51+00,1959,"Eckenroth, Rachel"
7700,Assist Citizen - Mental/TDO/ECO,202100012919,100,HILTON DR,CPD,2021/05/12 23:35:03+00,1935,"Stein, Nathan"
7701,Animal - Bite,202100012914,300,"RIVERSIDE AVE, A",CPD,2021/05/12 22:40:52+00,1840,"Lowry, Ryan"
7702,Assault Simple,202100012906,,GARRETT ST / 2ND ST SE,CPD,2021/05/12 20:50:15+00,1650,"Lucas, Corbin"
7703,Larceny - From Motor Vehicle,202100012905,2100,HYDRAULIC RD,CPD,2021/05/12 20:46:17+00,1646,"Green, Bryan"
7704,Lost/FoundProperty,202100012891,500,RUGBY RD,CPD,2021/05/12 18:04:34+00,1404,"Lucas, Todd"
7705,Suspicious Activity,202180000048,,TUNLAW PL,CPD,2021/05/12 16:30:00+00,1230,"Moje, Ashley"
7706,Larceny - Of Veh Parts/Access,202100012880,700,ORANGEDALE AVE,CPD,2021/05/12 15:00:42+00,1100,"Johnston, Ernest"
7707,Drug Investigation,202100012851,2000,HOLIDAY DR,CPD,2021/05/12 04:21:41+00,0021,"Adams, Jonathan"
7708,Assist Citizen - Mental/TDO/ECO,202100012844,300,"10TH ST NW, H",CPD,2021/05/12 02:21:55+00,2221,"Blackwell, Kyle"
7709,Suspicious Activity,202100012842,300,"RIVERSIDE AVE, A",CPD,2021/05/12 01:58:03+00,2158,"Morris, William "
7710,Drunkeness DIP,202100012833,1100,EMMET ST N,CPD,2021/05/12 00:48:43+00,2048,"Lucas, Corbin"
7711,Robbery - Armed,202100012829,700,ROCKLAND AVE,CPD,2021/05/12 00:16:36+00,2016,"Smith, Daniel"
7712,Assist Citizen - Mental/TDO/ECO,202100012830,100,"APPLE TREE RD, C",CPD,2021/05/12 00:11:01+00,2011,"Vlasis, Christopher"
7713,Suspicious Activity,202100012828,800,HARDY DR,CPD,2021/05/11 23:51:49+00,1951,"Holley, Barrett"
7714,Assault Intimidation,202100012817,100,"APPLE TREE RD, A",CPD,2021/05/11 21:56:16+00,1756,"Smith, Daniel"
7715,Larceny - From Motor Vehicle,202100012816,1100,EMMET ST N,CPD,2021/05/11 21:40:19+00,1740,"Lee, Chandler"
7716,Hit and Run,202100012814,2400,FONTAINE AVE,CPD,2021/05/11 21:25:18+00,1725,"Lee, Chandler"
7717,Sex Offense,202180000049,700,"MADISON AVE, B",CPD,2021/05/11 20:40:00+00,1640,"Moje, Ashley"
7718,Hit and Run,202100012809,100,MADISON LN,CPD,2021/05/11 20:20:42+00,1620,"Lee, Chandler"
7719,Vandalism,202100012802,1200,RIVER RD,CPD,2021/05/11 19:45:14+00,1545,"Arreguin, Arron"
7720,Hit and Run,202100012803,500,"1ST ST N, 101",CPD,2021/05/11 19:44:25+00,1544,"Arreguin, Arron"
7721,Comm Relations Initiative - CRI,202100012794,1800,EMMET ST N,CPD,2021/05/11 18:14:11+00,1414,"Nash, Darius"
7722,Hit and Run,202100012791,1900,EMMET ST N,CPD,2021/05/11 17:40:43+00,1340,"Johnston, Ernest"
7723,Hit and Run,202100012790,,ELLIEWOOD AVE,CPD,2021/05/11 17:09:26+00,1309,"Nash, Darius"
7724,Misc - Criminal Call,202100012781,600,E MAIN ST,CPD,2021/05/11 15:56:24+00,1156,"Lucas, Todd"
7725,Larceny - All Other,202100012783,1500,E MARKET ST,CPD,2021/05/11 15:10:42+00,1110,"Arndt, Brian"
7726,Suspicious Activity,202100012774,600,PARK LN E,CPD,2021/05/11 14:38:54+00,1038,"Bowers, Justin"
7727,Larceny - All Other,202100012769,600,EVERGREEN RD,CPD,2021/05/11 13:30:52+00,0930,"Johnston, Ernest"
7728,Hit and Run,202100012758,800,E MARKET ST,CPD,2021/05/11 10:25:15+00,0625,"Best, Lisa"
7729,Assist Citizen - Mental/TDO/ECO,202100012756,,E MARKET ST / 2ND ST NE,CPD,2021/05/11 10:17:08+00,0617,"Morrison, Kyle"
7730,Hit and Run,202100012755,600,BAILEY RD,CPD,2021/05/11 10:01:03+00,0601,"Bise, Collin"
7731,Larceny - All Other,202100012754,1100,ALTAVISTA AVE,CPD,2021/05/11 09:34:29+00,0534,"Blackwell, Ryan"
7732,Vandalism,202100012741,700,NASSAU ST,CPD,2021/05/11 06:08:31+00,0208,"Blackwell, Ryan"
7733,Assist Citizen - Mental/TDO/ECO,202100012738,600,E MARKET ST,CPD,2021/05/11 05:00:13+00,0100,"Byrd, Timothy"
7734,Domestic Disturbance,202100012733,400,"11TH ST NE, 21",CPD,2021/05/11 04:27:06+00,0027,"Morrison, Kyle"
7735,Assault Simple,202100012703,100,HARTFORD CT,CPD,2021/05/11 00:47:18+00,2047,"Via, Ryan"
7736,Suspicious Activity,202100012704,600,E MARKET ST,CPD,2021/05/11 00:29:32+00,2029,"Arreguin, Arron"
7737,Disorderly Conduct,202100012702,1100,5TH ST SW,CPD,2021/05/11 00:22:18+00,2022,"Stein, Nathan"
7738,Assault Simple,202100012701,1600,UNIVERSITY AVE,CPD,2021/05/10 23:37:46+00,1937,"Middleton, Matthew"
7739,Missing Person-juvenile,202100012699,2300,ANGUS RD,CPD,2021/05/10 23:32:29+00,1932,"Smith, Daniel"
7740,Assault Simple,202100012696,100,HARTFORD CT,CPD,2021/05/10 22:43:16+00,1843,"Via, Ryan"
7741,Lost/FoundProperty,202100012692,1800,MONTICELLO RD,CPD,2021/05/10 22:01:18+00,1801,"Chan, William"
7742,Assault Simple,202100012689,1400,"MONTICELLO RD, 100",CPD,2021/05/10 21:31:01+00,1731,"Smith, Daniel"
7743,Assault Intimidation,202100012688,2300,FONTAINE AVE,CPD,2021/05/10 21:27:45+00,1727,"Middleton, Matthew"
7744,Larceny - All Other,202100012673,4000,"CITY WALK WAY, 212",CPD,2021/05/10 19:25:02+00,1525,"Johnston, Ernest"
7745,Vandalism,202100012662,800,BLENHEIM AVE,CPD,2021/05/10 17:27:56+00,1327,"Young, Steven"
7746,Lost/FoundProperty,202100012671,700,E WATER ST,CPD,2021/05/10 15:58:35+00,1158,"Perkins, Ceaser"
7747,Larceny - From Motor Vehicle,202100012646,1200,JOHN ST,CPD,2021/05/10 14:59:49+00,1059,"Johnston, Ernest"
7748,Assist Agency - Arrest/warrant,202100012644,500,STONEHENGE AVE,CPD,2021/05/10 14:42:49+00,1042,"Samar, Jack"
7749,Assist Agency - Backup/Assist,202100012638,700,"PROSPECT AVE, F",CPD,2021/05/10 13:54:27+00,0954,"Stein, Nathan"
7750,Driving Under the Influence,202100012634,800,PRESTON AVE,CPD,2021/05/10 13:16:41+00,0916,"Young, Steven"
7751,Larceny - All Other,202100012632,400,CARLTON RD,CPD,2021/05/10 12:34:15+00,0834,"Johnston, Ernest"
7752,Fraud-impersonation,202100012630,100,GREENWICH CT,CPD,2021/05/10 12:11:21+00,0811,"Arndt, Brian"
7753,Suspicious Activity,202100012600,900,EMMET ST N,CPD,2021/05/10 02:12:49+00,2212,"Smith, Daniel"
7754,Larceny - From Motor Vehicle,202100012593,800,ELLIOTT AVE,CPD,2021/05/10 01:15:06+00,2115,"Lee, Chandler"
7755,Motor Vehicle Theft,202100012579,200,RIDGE MCINTIRE RD,CPD,2021/05/09 22:22:07+00,1822,"Middleton, Matthew"
7756,Larceny - All Other,202100012577,200,W MAIN ST,CPD,2021/05/09 22:11:41+00,1811,"Alfonso, Sean"
7757,Burglary,202100012572,800,BLENHEIM AVE,CPD,2021/05/09 21:31:16+00,1731,"Lee, Chandler"
7758,Disorderly Conduct,202100012567,2000,"MORTON DR, 7",CPD,2021/05/09 20:32:52+00,1632,"Smith, Daniel"
7759,Driving Under the Influence,202100012547,500,VALLEY RD,CPD,2021/05/09 12:33:32+00,0833,"Samar, Jack"
7760,Assault Simple,202100012546,2300,"FONTAINE AVE, A",CPD,2021/05/09 12:11:56+00,0811,"Samar, Jack"
7761,Accident w/Injuries,202100012541,300,RIVERSIDE AVE,CPD,2021/05/09 08:34:54+00,0434,"Morrison, Kyle"
7762,Assault Simple,202100012539,800,"HARDY DR, C",CPD,2021/05/09 08:13:27+00,0413,"Vlasis, Christopher"
7763,Assault Simple,202100012522,500,PATON ST,CPD,2021/05/09 05:11:15+00,0111,"Vlasis, Christopher"
7764,Hit and Run,202100012518,200,STRIBLING AVE,CPD,2021/05/09 04:47:00+00,0047,"Bise, Collin"
7765,Vandalism,202100012498,2200,"JEFFERSON PARK AVE, A",CPD,2021/05/09 01:27:27+00,2127,"Lucas, Corbin"
7766,Lost/FoundProperty,202100012496,200,E MAIN ST,CPD,2021/05/09 01:13:47+00,2113,"Whitten, Tobyn"
7767,Larceny - Theft from Building,202100012491,1000,ROUGEMONT AVE,CPD,2021/05/08 23:49:21+00,1949,"Green, Bryan"
7768,Suspicious Activity,202100012482,800,ALTAVISTA AVE,CPD,2021/05/08 22:50:56+00,1850,"Middleton, Matthew"
7769,Hit and Run,202100012477,,CHERRY AVE / ELLIOTT AVE,CPD,2021/05/08 22:25:34+00,1825,"Lucas, Corbin"
7770,Assault Intimidation,202100012476,300,W MAIN ST,CPD,2021/05/08 22:12:05+00,1812,"Alfonso, Sean"
7771,Death Investigation - DOA,202100012473,300,6TH ST SW,CPD,2021/05/08 21:27:49+00,1727,"Houchens, Jamell"
7772,Assault Simple,202100012472,1100,MILLMONT ST,CPD,2021/05/08 21:26:09+00,1726,"Smith, Daniel"
7773,Assault Simple,202100012455,900,RIVES ST,CPD,2021/05/08 17:13:39+00,1313,"Samar, Jack"
7774,Assault Simple,202100012454,300,"RIVERSIDE AVE, A",CPD,2021/05/08 17:11:05+00,1311,"Shiflett, Tammy"
7775,Domestic Disturbance,202100012451,900,RIVES ST,CPD,2021/05/08 16:41:59+00,1241,"Pendleton, Eric"
7776,Phone Calls - Annoying,202100012442,1000,"LINDEN AVE, 409",CPD,2021/05/08 14:07:39+00,1007,"Pendleton, Eric"
7777,Assist Citizen - Mental/TDO/ECO,202100012414,700,"PROSPECT AVE, C",CPD,2021/05/08 04:47:30+00,0047,"Huber, Christopher"
7778,Shots Fired/Illegal Hunting,202100012411,700,PROSPECT AVE,CPD,2021/05/08 04:47:30+00,0047,"Gower, Charles"
7779,Disorderly Conduct,202100012406,500,LOCUST AVE,CPD,2021/05/08 04:09:31+00,0009,"Morrison, Kyle"
7780,Larceny - From Coin Oper Device,202100012407,200,CARLTON RD,CPD,2021/05/08 04:06:13+00,0006,"Blackwell, Ryan"
7781,Missing Person-juvenile,202100012401,2000,"INDIA RD, 326",CPD,2021/05/08 03:58:48+00,2358,"Hall, Stephen"
7782,Missing Person-juvenile,202100012395,2000,"INDIA RD, 326",CPD,2021/05/08 03:02:35+00,2302,"Hall, Stephen"
7783,Weapons Violations,202100012368,400,E JEFFERSON ST,CPD,2021/05/07 21:48:30+00,1748,"Blank, Alexander"
7784,Suspicious Activity,202100012361,1500,"E MARKET ST, 103",CPD,2021/05/07 19:17:25+00,1517,"Shiflett, Tammy"
7785,Suspicious Activity,202100012346,100,DANBURY CT,CPD,2021/05/07 16:09:30+00,1209,"Arndt, Brian"
7786,Assist Citizen - Mental/TDO/ECO,202100012311,1000,ST CHARLES AVE,CPD,2021/05/07 04:03:19+00,0003,"Belinski, Thomas"
7787,Traffic Stops,202100012294,,W MAIN ST / 8TH ST NW,CPD,2021/05/07 01:08:00+00,2108,"Arreguin, Arron"
7788,Phone Calls - Threat or Obscene,202100012293,1500,CHERRY AVE,CPD,2021/05/07 00:46:18+00,2046,"Lucas, Corbin"
7789,Drug/Narcotics Violation,202100012266,900,GRADY AVE,CPD,2021/05/06 19:35:40+00,1535,"Holley, Barrett"
7790,Assault Aggravated,202100012259,400,10TH ST NW,CPD,2021/05/06 17:06:03+00,1306,"Shiflett, Tammy"
7791,Misc - Non-Criminal Call,202100012254,500,2ND ST NE,CPD,2021/05/06 15:41:56+00,1141,"Shiflett, Tammy"
7792,Assault Simple,202100012247,300,HILLSDALE DR,CPD,2021/05/06 13:41:30+00,0941,"KEPLINGER, CHRISTOPHER"
7793,Assault Simple,202100012243,1100,RIVER RD,CPD,2021/05/06 12:39:42+00,0839,"Shiflett, Tammy"
7794,Shots Fired/Illegal Hunting,202100012218,800,HARDY DR,CPD,2021/05/06 04:47:23+00,0047,"Hounsel, Eli"
7795,Hit and Run,202100012211,1400,UNIVERSITY AVE,CPD,2021/05/06 03:36:37+00,2336,"Groff, Hayden"
7796,Assault Simple,202100012206,1200,SEMINOLE TRL,CPD,2021/05/06 02:51:33+00,2251,"Houchens, Jamell"
7797,Larceny - From Motor Vehicle,202100012202,800,"HARDY DR, B",CPD,2021/05/06 02:20:48+00,2220,"Holley, Barrett"
7798,Driving Under the Influence,202100012200,400,250 BYPASS,CPD,2021/05/06 00:52:17+00,2052,"Gower, Charles"
7799,Assault Simple,202100012189,700,"PROSPECT AVE, D",CPD,2021/05/05 23:36:04+00,1936,"Holley, Barrett"
7800,Assault Simple,202100012195,1900,EMMET ST N,CPD,2021/05/05 22:46:26+00,1846,"Lowry, Ryan"
7801,Disorderly Conduct,202100012186,1500,"CARLTON AVE, 53",CPD,2021/05/05 22:40:57+00,1840,"Arreguin, Arron"
7802,Assault Simple,202100012185,1900,EMMET ST N,CPD,2021/05/05 22:39:40+00,1839,"Houchens, Jamell"
7803,Larceny - Of Veh Parts/Access,202100012162,400,17TH ST NW,CPD,2021/05/05 18:32:16+00,1432,"Burnett, James"
7804,Larceny - All Other,202100012160,1400,UNIVERSITY AVE,CPD,2021/05/05 18:30:01+00,1430,"Arndt, Brian"
7805,Assist Citizen - Mental/TDO/ECO,202100012157,300,MIDDLETON LN,CPD,2021/05/05 17:43:12+00,1343,"Young, Steven"
7806,Animal - Bite,202100012153,200,HUNTLEY AVE,CPD,2021/05/05 16:49:32+00,1249,"Young, Steven"
7807,Stolen Property Offenses,202100012145,400,RIDGE MCINTIRE RD,CPD,2021/05/05 14:23:19+00,1023,"Pittman, Terry"
7808,Assault Simple,202100012132,800,"HARDY DR, C",CPD,2021/05/05 07:22:41+00,0322,"Best, Lisa"
7809,Assault Aggravated,202100012115,700,PROSPECT AVE,CPD,2021/05/05 03:35:54+00,2335,"Hounsel, Eli"
7810,Larceny - All Other,202100012113,500,PATON ST,CPD,2021/05/05 02:49:29+00,2249,"Blackwell, Kyle"
7811,Suspicious Activity,202100012100,2600,JEFFERSON PARK AVE,CPD,2021/05/04 23:21:50+00,1921,"Middleton, Matthew"
7812,Fraud-impersonation,202100012085,600,HARRIS RD,CPD,2021/05/04 21:29:41+00,1729,"Chan, William"
7813,Hit and Run,202100012084,300,250 BYPASS,CPD,2021/05/04 21:21:55+00,1721,"Burchardt, Rudy"
7814,Assist Citizen - Mental/TDO/ECO,202100012072,,MARTIN ST / SMITH ST,CPD,2021/05/04 19:51:20+00,1551,"Lowry, Ryan"
7815,Larceny - All Other,202100012063,900,ROUGEMONT AVE,CPD,2021/05/04 18:38:03+00,1438,"Johnston, Ernest"
7816,Larceny - All Other,202100012059,1600,MERIDIAN ST,CPD,2021/05/04 17:40:11+00,1340,"Samar, Jack"
7817,Animal - Bite,202100012052,300,6TH ST SE,CPD,2021/05/04 16:16:39+00,1216,"Johnston, Ernest"
7818,Lost/FoundProperty,202100012050,1100,5TH ST SW,CPD,2021/05/04 15:33:53+00,1133,"Johnston, Ernest"
7819,Fraud-wire fraud,202100012045,1400,GRACE ST,CPD,2021/05/04 14:43:02+00,1043,"McKeown, Kaitlyn"
7820,Vandalism,202100012038,100,E MARKET ST,CPD,2021/05/04 12:13:22+00,0813,"McKeown, Kaitlyn"
7821,Assault Simple,202100011990,700,HINTON AVE,CPD,2021/05/03 20:43:09+00,1643,"Via, Ryan"
7822,Fraud-false pretense,202100011981,100,STADIUM RD,CPD,2021/05/03 20:01:00+00,1601,"Middleton, Matthew"
7823,Assist Citizen - Mental/TDO/ECO,202100011975,1100,LOCUST AVE,CPD,2021/05/03 19:39:50+00,1539,"Lowry, Ryan"
7824,Vandalism,202100011971,500,16TH ST NW,CPD,2021/05/03 19:29:41+00,1529,"Johnston, Ernest"
7825,Warrant Service,202100011967,1300,MAIN ST W,CPD,2021/05/03 18:26:52+00,1426,"Young, Steven"
7826,Embezzelment,202100011962,1800,MONTICELLO RD,CPD,2021/05/03 17:34:16+00,1334,"HARPINE, MATTHEW"
7827,Hit and Run,202100011961,200,RUGBY RD,CPD,2021/05/03 17:31:58+00,1331,"Johnston, Ernest"
7828,Phone Calls - Annoying,202100011952,1300,EMMET ST N,CPD,2021/05/03 15:45:10+00,1145,"Johnston, Ernest"
7829,Hit and Run,202100011950,300,SPRUCE ST,CPD,2021/05/03 15:08:55+00,1108,"Turner, Devon"
7830,Trespass,202100011942,100,LANKFORD AVE,CPD,2021/05/03 12:35:17+00,0835,"Young, Steven"
7831,Larceny - From Motor Vehicle,202100011936,2100,MICHIE DR,CPD,2021/05/03 11:24:36+00,0724,"Johnston, Ernest"
7832,Assist Citizen - Mental/TDO/ECO,202100011931,700,BELMONT COTTAGE LN,CPD,2021/05/03 06:12:03+00,0212,"Groff, Hayden"
7833,Vandalism,202100011920,800,"HARDY DR, C",CPD,2021/05/03 04:54:33+00,0054,"Vlasis, Christopher"
7834,Assist Citizen - Mental/TDO/ECO,202100011916,200,FAIRWAY AVE,CPD,2021/05/03 04:21:04+00,0021,"Morrison, Kyle"
7835,Assault Simple,202100011892,1200,CEDARS CT,CPD,2021/05/02 22:43:09+00,1843,"Smith, Daniel"
7836,Hit and Run,202100011885,100,MADISON LN,CPD,2021/05/02 21:15:12+00,1715,"Houchens, Jamell"
7837,Larceny - All Other,202100011884,600,BAILEY RD,CPD,2021/05/02 20:50:00+00,1650,"Middleton, Matthew"
7838,Assault Simple,202100011882,100,W MAIN ST,CPD,2021/05/02 20:03:43+00,1603,"Alfonso, Sean"
7839,Death Investigation - DOA,202100011878,1800,"EMMET ST N, 109",CPD,2021/05/02 19:16:25+00,1516,"Smith, Daniel"
7840,Vandalism,202100011873,800,E HIGH ST,CPD,2021/05/02 18:27:00+00,1427,"Johnston, Ernest"
7841,Animal - Bite,202100011870,200,E MAIN ST,CPD,2021/05/02 17:10:12+00,1310,"Samar, Jack"
7842,Suspicious Activity,202100011864,700,CARGIL LN,CPD,2021/05/02 14:20:04+00,1020,"Johnston, Ernest"
7843,Assault Simple,202100011856,1800,"JEFFERSON PARK AVE, 132D",CPD,2021/05/02 12:00:44+00,0800,"Young, Steven"
7844,Assault Simple,202100011855,1500,UNIVERSITY AVE,CPD,2021/05/02 11:37:47+00,0737,"Pittman, Terry"
7845,Unauthorized Use of Motor Veh,202100011814,500,"RIDGE ST, APT 2",CPD,2021/05/02 02:37:22+00,2237,"Groff, Hayden"
7846,Hit and Run,202100011809,200,10TH ST NW,CPD,2021/05/02 02:09:17+00,2209,"Holley, Barrett"
7847,Driving Under the Influence,202100011788,1400,BRIARCLIFF AVE,CPD,2021/05/01 23:05:15+00,1905,"Middleton, Matthew"
7848,Suspicious Activity,202100011786,400,RIDGE MCINTIRE RD,CPD,2021/05/01 22:40:45+00,1840,"Eckenroth, Rachel"
7849,Suspicious Activity,202100011773,700,SHAMROCK RD,CPD,2021/05/01 20:47:39+00,1647,"Pittman, Terry"
7850,Hit and Run,202100011768,100,MADISON LN,CPD,2021/05/01 19:14:27+00,1514,"Burnett, James"
7851,Fraud-credit card,202100011762,2000,"JEFFERSON PARK AVE, 1",CPD,2021/05/01 18:09:29+00,1409,"Burnett, James"
7852,Hit and Run,202100011761,,WERTLAND ST / 14TH ST NW,CPD,2021/05/01 16:33:18+00,1233,"Burnett, James"
7853,Extortion/Blackmail,202100011756,400,RIVERSIDE AVE,CPD,2021/05/01 15:57:11+00,1157,"Gower, Charles"
7854,Shots Fired/Illegal Hunting,202100011740,500,12TH ST NW,CPD,2021/05/01 12:59:48+00,0859,"Bayles, Shawn"
7855,Assault Intimidation,202100011747,100,W MARKET ST,CPD,2021/05/01 12:53:14+00,0853,"Gower, Charles"
7856,Lost/FoundProperty,202100011738,200,W MAIN ST,CPD,2021/05/01 10:30:14+00,0630,"Belinski, Thomas"
7857,Sex Offense-forcible fondling,202100011732,100,MADISON LN,CPD,2021/05/01 07:00:21+00,0300,"Hall, Stephen"
7858,Assault Aggravated,202100011728,100,"LONGWOOD DR, C",CPD,2021/05/01 05:22:26+00,0122,"Bowers, Justin"
7859,Assist Citizen - Welfare Check,202100011726,1400,"CHESAPEAKE ST, A",CPD,2021/05/01 04:51:47+00,0051,"Belinski, Thomas"
7860,Hit and Run,202100011720,1100,5TH ST SW,CPD,2021/05/01 03:20:21+00,2320,"Houchens, Jamell"
7861,Trespass,202100011715,700,"PROSPECT AVE, G",CPD,2021/05/01 02:50:39+00,2250,"Gower, Charles"
7862,Motor Vehicle Theft,202100011716,200,SUNSET AVE,CPD,2021/05/01 02:46:54+00,2246,"Houchens, Jamell"
7863,Motor Vehicle Theft,202100011722,,1ST ST N / E MARKET ST,CPD,2021/05/01 02:26:25+00,2226,"Lowe, Courtney"
7864,Shots Fired/Illegal Hunting,202100011712,800,HARDY DR,CPD,2021/05/01 02:21:53+00,2221,"Vlasis, Christopher"
7865,Assault Simple,202100011698,900,ALTAVISTA AVE,CPD,2021/04/30 22:28:20+00,1828,"Huffman, Mark"
7866,Hit and Run,202100011696,1900,EMMET ST N,CPD,2021/04/30 21:55:14+00,1755,"Gower, Charles"
7867,Assault Aggravated,202100011694,2100,BARRACKS RD,CPD,2021/04/30 21:37:21+00,1737,"Smith, Daniel"
7868,Death Investigation - DOA,202100011685,200,SHAMROCK RD,CPD,2021/04/30 19:31:54+00,1531,"Pendleton, Eric"
7869,Assist Citizen - Mental/TDO/ECO,202100011682,500,VALLEY RD,CPD,2021/04/30 19:04:23+00,1504,"Pittman, Terry"
