RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
4251,Accident - w/out Injuries,202200002139,1000,E MARKET ST,CPD,2022/01/30 01:12:08+00,2012,"Sandridge, Jeffrey"
4252,Traffic Stops,202200002138,,RUGBY RD / OXFORD RD,CPD,2022/01/30 01:09:27+00,2009,"Middleton, Matthew"
4253,Suspicious Activity,202200002133,1100,E MARKET ST,CPD,2022/01/30 00:38:06+00,1938,"Green, Bryan"
4254,Hit and Run,202200002131,,PRESTON AVE / 9TH ST NW,CPD,2022/01/30 00:34:49+00,1934,"Lowe, Courtney"
4255,Lost/FoundProperty,202200002129,400,14TH ST NW,CPD,2022/01/30 00:21:46+00,1921,"Whitten, Tobyn"
4256,Motor Vehicle Theft,202200002122,100,OAKHURST CIR,CPD,2022/01/29 22:36:24+00,1736,"Whitten, Tobyn"
4257,Larceny - Shoplifitng,202200002114,1600,EMMET ST N,CPD,2022/01/29 20:06:55+00,1506,"TRAVERS, JOSHUA"
4258,Harassment,202280000062,100,SOMESSO CT,CPD,2022/01/29 19:01:48+00,1401,"Moje, Ashley"
4259,Larceny - From Motor Vehicle,202280000061,2100,ARLINGTON BLVD,CPD,2022/01/29 18:18:57+00,1318,"Moje, Ashley"
4260,Trespass,202200002103,200,CARLTON RD,CPD,2022/01/29 17:10:00+00,1210,"Turner, Devon"
4261,Assist Citizen - Mental/TDO/ECO,202200002099,200,DICE ST,CPD,2022/01/29 16:33:05+00,1133,"Pendleton, Eric"
4262,Larceny - Theft from Building,202280000060,1900,"ARLINGTON BLVD, Suite 106",CPD,2022/01/29 15:05:38+00,1005,"Moje, Ashley"
4263,Larceny - From Motor Vehicle,202280000059,100,BURNET WAY,CPD,2022/01/29 15:00:19+00,1000,"Moje, Ashley"
4264,Hit and Run,202200002096,300,250 BYPASS,CPD,2022/01/29 14:55:57+00,0955,"Bentz, Benjamin "
4265,Driving Under the Influence,202200002082,,RIDGE ST @ 5TH ST,CPD,2022/01/29 07:41:56+00,0241,"Wells, Matthew"
4266,Burglary,202200002064,1100,"FOREST ST, 6",CPD,2022/01/29 02:09:29+00,2109,"Alfonso, Sean"
4267,Death Investigation - DOA,202200002055,1100,E HIGH ST,CPD,2022/01/28 23:38:42+00,1838,"Whitten, Tobyn"
4268,Assist Citizen - Mental/TDO/ECO,202200002046,600,E MARKET ST,CPD,2022/01/28 22:28:56+00,1728,"Houchens, Logan"
4269,Larceny - All Other,202280000058,1100,SEMINOLE TRL,CPD,2022/01/28 22:22:24+00,1722,"Moje, Ashley"
4270,Sex Offense - Forcible Rape,202200002044,,WASHINGTON AVE / STADIUM RD,CPD,2022/01/28 21:36:08+00,1636,"Lowe, Courtney"
4271,Drug/Narcotics Violation,202200002028,1400,MELBOURNE RD,CPD,2022/01/28 17:17:22+00,1217,"McKeown, Kaitlyn"
4272,Fraud-impersonation,202200002026,200,"W MAIN ST, 601",CPD,2022/01/28 16:54:15+00,1154,"Bentz, Benjamin "
4273,Noise Complaint,202280000057,400,MONROE LN,CPD,2022/01/28 08:53:31+00,0353,"Moje, Ashley"
4274,Assist Citizen - Welfare Check,202200002005,2000,"INDIA RD, 402",CPD,2022/01/28 07:46:42+00,0246,"Hall, Stephen"
4275,Drunkeness DIP,202200002001,,W MAIN ST / 8TH ST NW,CPD,2022/01/28 05:44:54+00,0044,"Curry, Brian"
4276,Narcotics,202200001994,300,BERRING ST,CPD,2022/01/28 02:16:54+00,2116,"Hopiane, Sayd"
4277,Domestic Disturbance,202200001992,,POPLAR ST / ORANGE ST,CPD,2022/01/28 01:23:06+00,2023,"Lowe, Courtney"
4278,Assault Aggravated,202200001989,600,PROSPECT AVE,CPD,2022/01/27 23:59:18+00,1859,"Lucas, Corbin"
4279,Hit and Run,202200001978,,EMMET ST N / WISE ST,CPD,2022/01/27 21:09:23+00,1609,"Lee, Chandler"
4280,Lost/FoundProperty,202200001976,1400,AVON ST,CPD,2022/01/27 21:02:19+00,1602,"Holley, Barrett"
4281,Animal - Bite,202200001960,700,MONTROSE AVE,CPD,2022/01/27 17:23:47+00,1223,"McKeown, Kaitlyn"
4282,Disorderly Conduct,202200001952,800,W MAIN ST,CPD,2022/01/27 16:06:00+00,1106,"McKeown, Kaitlyn"
4283,Larceny - Of Veh Parts/Access,202280000056,600,"E MARKET ST, 204",CPD,2022/01/27 15:55:52+00,1055,"Miller, Tiffany "
4284,Driving Under the Influence,202200001927,900,GRADY AVE,CPD,2022/01/27 05:13:07+00,0013,"Darby, Michael"
4285,Lost/FoundProperty,202200001920,1100,EMMET ST N,CPD,2022/01/27 03:19:13+00,2219,"Hall, Stephen"
4286,Warrant Service,202200001886,800,W MAIN ST,CPD,2022/01/26 18:25:55+00,1325,"Nash, Darius"
4287,Hit and Run,202200001880,900,EMMET ST N,CPD,2022/01/26 17:10:06+00,1210,"Burchardt, Rudy"
4288,Larceny - All Other,202200001874,1100,5TH ST SW,CPD,2022/01/26 15:34:59+00,1034,"Nash, Darius"
4289,Burglary,202200001871,100,2ND ST SW,CPD,2022/01/26 15:02:11+00,1002,"Lucas, Todd"
4290,Motor Vehicle Theft,202200001872,1600,RUGBY AVE,CPD,2022/01/26 14:48:17+00,0948,"McKeown, Kaitlyn"
4291,Motor Vehicle Theft,202200001870,700,FRANKLIN ST,CPD,2022/01/26 14:21:10+00,0921,"Pendleton, Eric"
4292,Fraud-impersonation,202280000055,2300,HIGHLAND AVE,CPD,2022/01/26 14:04:02+00,0904,"Moje, Ashley"
4293,Death Investigation - DOA,202200001867,700,ORANGEDALE AVE,CPD,2022/01/26 13:52:22+00,0852,"Johnston, Ernest"
4294,Vandalism,202200001859,400,"GARRETT ST, B",CPD,2022/01/26 07:03:42+00,0203,"Darby, Michael"
4295,Misc - Criminal Call,202280000054,400,14TH ST NW,CPD,2022/01/26 04:18:11+00,2318,"Moje, Ashley"
4296,Sex Offense-forcible fondling,202200001842,200,RIDGE MCINTIRE RD,CPD,2022/01/26 02:07:52+00,2107,"Green, Bryan"
4297,Suspicious Activity,202280000053,1000,E MARKET ST,CPD,2022/01/26 01:49:50+00,2049,"Moje, Ashley"
4298,Suspicious Activity,202280000052,200,W SOUTH ST,CPD,2022/01/26 00:38:37+00,1938,"Moje, Ashley"
4299,Larceny - Theft from Building,202280000051,2400,"ARLINGTON BLVD, 64",CPD,2022/01/25 23:06:08+00,1806,"Moje, Ashley"
4300,Warrant Service,202200001807,1200,GRADY AVE,CPD,2022/01/25 20:29:25+00,1529,"Middleton, Matthew"
4301,Larceny - Theft from Building,202280000050,4000,"CITY WALK WAY, Mailroom",CPD,2022/01/25 19:59:44+00,1459,"Moje, Ashley"
4302,Lost/FoundProperty,202280000049,1900,EMMET ST N,CPD,2022/01/25 18:12:00+00,1312,"Moje, Ashley"
4303,Larceny - From Motor Vehicle,202200001797,100,HURST LN,CPD,2022/01/25 17:55:43+00,1255,"Young, Steven"
4304,Fraud-credit card,202280000048,300,HILLSDALE DR,CPD,2022/01/25 14:49:43+00,0949,"Moje, Ashley"
4305,Vandalism,202280000047,1400,AVON ST,CPD,2022/01/25 14:28:34+00,0928,"Moje, Ashley"
4306,Assault Simple,202200001769,100,OLD PRESTON AVE,CPD,2022/01/25 07:03:01+00,0203,"Darby, Michael"
4307,Assist Citizen - Mental/TDO/ECO,202200001767,2100,"JEFFERSON PARK AVE, 5",CPD,2022/01/25 06:06:30+00,0106,"Miller, Devin"
4308,Assist Agency - Backup/Assist,202200001764,400,MEADE AVE,CPD,2022/01/25 05:23:19+00,0023,"Best, Lisa"
4309,Larceny - Theft from Building,202280000046,1000,"CITY WALK WAY, 202",CPD,2022/01/25 01:30:01+00,2030,"Moje, Ashley"
4310,Larceny - Theft from Building,202280000045,4000,"CITY WALK WAY, 37",CPD,2022/01/25 01:18:06+00,2018,"Moje, Ashley"
4311,Larceny - From Motor Vehicle,202200001737,100,STRIBLING AVE,CPD,2022/01/24 21:02:42+00,1602,"Stein, Nathan"
4312,Burglary,202200001729,2300,GREENBRIER DR,CPD,2022/01/24 20:34:06+00,1534,"Alfonso, Sean"
4313,Misc - Criminal Call,202280000044,600,BOOKER ST,CPD,2022/01/24 20:10:00+00,1510,"Moje, Ashley"
4314,Sex Offense - Forcible Rape,202200001725,1600,EMMET ST N,CPD,2022/01/24 20:07:55+00,1507,"Hamill, Annmarie"
4315,Larceny - Theft from Building,202200001716,200,15TH ST NW,CPD,2022/01/24 18:08:51+00,1308,"Nash, Darius"
4316,Harassment,202280000043,,"W MAIN STREET, 118",CPD,2022/01/24 18:05:50+00,1305,"Moje, Ashley"
4317,Hit and Run,202200001711,600,6TH ST SE,CPD,2022/01/24 17:18:45+00,1218,"Johnston, Ernest"
4318,Lost/FoundProperty,202200001707,300,E MAIN ST,CPD,2022/01/24 16:32:40+00,1132,"Arndt, Brian"
4319,Suspicious Activity,202200001693,200,BURNET ST,CPD,2022/01/24 13:22:41+00,0822,"Samar, Jack"
4320,Suspicious Activity,202200001683,800,"HARDY DR, H",CPD,2022/01/24 06:44:42+00,0144,"Hickey, Declan"
4321,Assault Simple,202200001682,2100,"MICHIE DR, 75A",CPD,2022/01/24 06:30:48+00,0130,"Vlasis, Christopher"
4322,Unauthorized Use of Motor Veh,202200001672,1900,EMMET ST N,CPD,2022/01/24 02:08:59+00,2108,"Lowe, Courtney"
4323,Larceny - From Motor Vehicle,202280000041,4000,CITY WALK WAY,CPD,2022/01/24 00:16:30+00,1916,"Moje, Ashley"
4324,Larceny - All Other,202200001661,1200,WERTLAND ST,CPD,2022/01/23 23:32:41+00,1832,"Houchens, Jamell"
4325,Lost/FoundProperty,202200001650,600,W MAIN ST,CPD,2022/01/23 21:13:51+00,1613,"Houchens, Jamell"
4326,Hit and Run,202200001647,2000,JEFFERSON PARK AVE,CPD,2022/01/23 20:18:12+00,1518,"Alfonso, Sean"
4327,Vandalism,202280000039,2300,PRICE AVE,CPD,2022/01/23 19:58:35+00,1458,"Moje, Ashley"
4328,Hit and Run,202200001646,1900,JEFFERSON PARK AVE,CPD,2022/01/23 19:46:15+00,1446,"Nash, Darius"
4329,Lost/FoundProperty,202280000038,100,14TH ST NW,CPD,2022/01/23 19:11:00+00,1411,"Moje, Ashley"
4330,Suspicious Person,202200001642,,14TH ST NW / JOHN ST,CPD,2022/01/23 18:40:38+00,1340,"Nash, Darius"
4331,Larceny - From Motor Vehicle,202200001636,4000,"CITY WALK WAY, 429",CPD,2022/01/23 16:36:31+00,1136,"Samar, Jack"
4332,Burglary,202200001621,400,14TH ST NW,CPD,2022/01/23 09:14:07+00,0414,"Hounsel, Eli"
4333,Harassment,202280000037,1100,"WERTLAND ST, 104",CPD,2022/01/23 04:36:40+00,2336,"Moje, Ashley"
4334,Warrant Service,202200001599,1600,AVON ST,CPD,2022/01/23 00:25:16+00,1925,"Whitten, Tobyn"
4335,Assault Aggravated,202200001593,,7TH ST SW / DICE ST,CPD,2022/01/22 23:01:59+00,1801,"Houchens, Jamell"
4336,Death Investigation - DOA,202200001592,900,"1ST ST S, C",CPD,2022/01/22 22:56:13+00,1756,"Middleton, Matthew"
4337,Sex Offense,202200001576,800,W MAIN ST,CPD,2022/01/22 17:23:26+00,1223,"Samar, Jack"
4338,Larceny - From Motor Vehicle,202280000036,100,PIEDMONT AVE N,CPD,2022/01/22 17:08:08+00,1208,"Moje, Ashley"
4339,Trespass,202200001574,1600,EMMET ST N,CPD,2022/01/22 16:37:36+00,1137,"KEPLINGER, CHRISTOPHER"
4340,Assist Citizen - Mental/TDO/ECO,202200001571,300,"CARLTON RD, 100",CPD,2022/01/22 15:16:02+00,1016,"Houchens, Jamell"
4341,Assault Aggravated,202200001555,600,E MARKET ST,CPD,2022/01/22 06:45:01+00,0145,"Curry, Brian"
4342,Motor Vehicle Theft,202200001537,400,"W MAIN ST, 312",CPD,2022/01/21 23:38:11+00,1838,"Lucas, Corbin"
4343,Larceny - Purse Snatching,202200001536,,GRADY AVE,CPD,2022/01/21 23:10:11+00,1810,"Lowe, Courtney"
4344,Assist Citizen - Mental/TDO/ECO,202200001535,700,"PROSPECT AVE, E",CPD,2022/01/21 23:02:27+00,1802,"Gower, Charles"
4345,Assault Simple,202200001534,900,EMMET ST N,CPD,2022/01/21 22:40:23+00,1740,"Eckenroth, Rachel"
4346,Lost/FoundProperty,202200001526,,JOHN W WARNER PKWY / MCINTIRE RD,CPD,2022/01/21 20:11:01+00,1511,"Arndt, Brian"
4347,Weapons Violations,202200001515,800,CHERRY AVE,CPD,2022/01/21 16:50:52+00,1150,"McKeown, Kaitlyn"
4348,Death Investigation - DOA,202200001512,1400,"MONTICELLO RD, 208",CPD,2022/01/21 16:16:53+00,1116,"Pendleton, Eric"
4349,Assault Simple,202200001510,600,E MARKET ST,CPD,2022/01/21 15:57:43+00,1057,"Hamill, Annmarie"
4350,Suspicious Activity,202200001486,2000,"MICHIE DR, A",CPD,2022/01/21 04:26:47+00,2326,"Hall, Stephen"
4351,Disorderly Conduct,202200001482,2000,"HOLIDAY DR, 367",CPD,2022/01/21 02:55:24+00,2155,"Hopiane, Sayd"
4352,Assault Simple,202200001481,,RIVES ST / MONTICELLO RD,CPD,2022/01/21 02:50:13+00,2150,"Whitten, Tobyn"
4353,Assist Citizen - Mental/TDO/ECO,202200001479,1300,"CARLTON AVE, 211",CPD,2022/01/21 02:04:13+00,2104,"Lowe, Courtney"
4354,Larceny - From Motor Vehicle,202280000035,900,WEST ST,CPD,2022/01/21 00:38:29+00,1938,"Moje, Ashley"
4355,Hit and Run,202200001463,,BARRACKS RD @ S EMMET ST,CPD,2022/01/20 22:19:07+00,1719,"Hopiane, Sayd"
4356,Disorderly Conduct,202200001447,1500,E HIGH ST,CPD,2022/01/20 19:48:42+00,1448,"Al Samaraee, Moamin"
4357,Assist Agency - Backup/Assist,202200001449,200,RIVERSIDE AVE,CPD,2022/01/20 19:48:36+00,1448,"Barbour, Tremaine"
4358,Harassment,202280000034,,"MORTON DR, 103-TL",CPD,2022/01/20 18:57:44+00,1357,"Moje, Ashley"
4359,Larceny - Theft from Building,202280000033,,"6TH ST, B",CPD,2022/01/20 18:37:36+00,1337,"Moje, Ashley"
4360,Larceny - From Motor Vehicle,202280000032,200,10TH ST NE,CPD,2022/01/20 15:00:32+00,1000,"Moje, Ashley"
4361,Larceny - Theft from Building,202280000031,900,E HIGH ST,CPD,2022/01/20 13:39:42+00,0839,"Moje, Ashley"
4362,Larceny - From Motor Vehicle,202280000030,4000,CITY WALK WAY,CPD,2022/01/20 12:59:10+00,0759,"Moje, Ashley"
4363,Hit and Run,202200001408,200,W MARKET ST,CPD,2022/01/20 05:11:17+00,0011,"Curry, Brian"
4364,Motor Vehicle Theft,202200001404,1100,"WERTLAND ST, 101",CPD,2022/01/20 03:25:17+00,2225,"Darby, Michael"
4365,Robbery - Strong Arm,202200001403,700,CHERRY AVE,CPD,2022/01/20 02:48:58+00,2148,"Whitten, Tobyn"
4366,Death Investigation - DOA,202200001394,400,"4TH ST NW, 110",CPD,2022/01/19 23:56:41+00,1856,"Holley, Barrett"
4367,Larceny - Theft from Building,202200001391,2000,"HOLIDAY DR, 355",CPD,2022/01/19 23:34:51+00,1834,"Gower, Charles"
4368,Vandalism,202280000029,100,WASHINGTON AVE,CPD,2022/01/19 23:13:02+00,1813,"Moje, Ashley"
4369,Lost/FoundProperty,202280000028,200,"15TH ST NW, 401",CPD,2022/01/19 23:09:00+00,1809,"Bayles, Shawn"
4370,Kidnap/Abduction,202200001385,1000,FOREST HILLS AVE,CPD,2022/01/19 22:50:27+00,1750,"Venereo, Arturo"
4371,Hit and Run,202200001371,200,EMMET ST N,CPD,2022/01/19 20:56:58+00,1556,"Lee, Chandler"
4372,Fraud-false pretense,202280000027,800,CHERRY AVE,CPD,2022/01/19 19:02:17+00,1402,"Moje, Ashley"
4373,Vandalism,202200001356,700,"PROSPECT AVE, E",CPD,2022/01/19 17:34:50+00,1234,"Johnston, Ernest"
4374,Larceny - Theft from Building,202280000026,900,NASSAU ST,CPD,2022/01/19 17:20:44+00,1220,"Moje, Ashley"
4375,Death Investigation - DOA,202200001343,1000,ST CHARLES AVE,CPD,2022/01/19 14:10:05+00,0910,"Al Samaraee, Moamin"
4376,Assist Citizen - Mental/TDO/ECO,202200001331,300,CAROLINE AVE,CPD,2022/01/19 08:12:56+00,0312,"Darby, Michael"
4377,Domestic Disturbance,202200001323,1400,BURGESS LN,CPD,2022/01/19 04:35:25+00,2335,"Green, Bryan"
4378,Assault Simple,202200001321,700,"WALKER SQ, 2C",CPD,2022/01/19 03:52:54+00,2252,"Darby, Michael"
4379,Burglary,202200001304,500,"BAINBRIDGE ST, 101",CPD,2022/01/19 00:49:30+00,1949,"Stein, Nathan"
4380,Stalking,202200001303,800,"W MAIN ST, 311",CPD,2022/01/19 00:37:28+00,1937,"Green, Bryan"
4381,Larceny - From Motor Vehicle,202280000025,300,10TH STREET NW ST,CPD,2022/01/18 19:45:39+00,1445,"Moje, Ashley"
4382,Assist Citizen - Mental/TDO/ECO,202200001269,100,W MARKET ST,CPD,2022/01/18 18:17:38+00,1317,"Johnston, Ernest"
4383,Lost/FoundProperty,202280000024,800,W MAIN ST,CPD,2022/01/18 15:45:00+00,1045,"Moje, Ashley"
4384,Assault Simple,202200001262,2000,"HOLIDAY DR, 355",CPD,2022/01/18 15:27:09+00,1027,"Young, Steven"
4385,Larceny - All Other,202200001261,200,CAMELIA DR,CPD,2022/01/18 15:22:17+00,1022,"Arndt, Brian"
4386,Larceny - From Motor Vehicle,202280000023,1100,HILLTOP RD,CPD,2022/01/18 15:09:09+00,1009,"Moje, Ashley"
4387,Lost/FoundProperty,202200001255,200,W MAIN ST,CPD,2022/01/18 13:44:15+00,0844,"Arndt, Brian"
4388,Disorderly Conduct,202200001254,800,E MARKET ST,CPD,2022/01/18 13:37:48+00,0837,"Young, Steven"
4389,Assist Citizen - Mental/TDO/ECO,202200001251,1500,"CARLTON AVE, 33",CPD,2022/01/18 08:03:11+00,0303,"Vlasis, Christopher"
4390,Domestic Disturbance,202200001243,1200,"CEDARS CT, A2",CPD,2022/01/18 04:14:02+00,2314,"Wells, Matthew"
4391,Assist Agency - Backup/Assist,202200001234,200,ELLIOTT AVE,CPD,2022/01/18 01:49:25+00,2049,"Stein, Nathan"
4392,Vandalism,202200001232,100,"LANKFORD AVE, 8",CPD,2022/01/18 01:23:51+00,2023,"Arreguin, Arron"
4393,Larceny - Of Veh Parts/Access,202280000022,900,9 1/2 ST NE,CPD,2022/01/17 22:25:45+00,1725,"Moje, Ashley"
4394,Larceny - Shoplifitng,202200001224,200,E MAIN ST,CPD,2022/01/17 22:04:01+00,1704,"Houchens, Jamell"
4395,Unauthorized Use of Motor Veh,202200001218,1100,5TH ST SW,CPD,2022/01/17 20:45:55+00,1545,"Stein, Nathan"
4396,Fraud-false pretense,202200001216,1100,EMMET ST N,CPD,2022/01/17 20:26:51+00,1526,"Smith, Daniel"
4397,Larceny - Theft from Building,202280000021,1300,"WERTLAND ST, A4",CPD,2022/01/17 18:20:52+00,1320,"Moje, Ashley"
4398,Vandalism,202280000020,500,MAPLE,CPD,2022/01/17 16:46:36+00,1146,"Moje, Ashley"
4399,Larceny - Theft from Building,202280000019,1600,"GORDON AVE, 110",CPD,2022/01/17 15:43:17+00,1043,"Moje, Ashley"
4400,Vandalism,202200001205,2000,INDIA RD,CPD,2022/01/17 15:21:32+00,1021,"Turner, Devon"
4401,Assist Citizen - Mental/TDO/ECO,202200001197,200,RIDGE ST,CPD,2022/01/17 11:44:44+00,0644,"Vlasis, Christopher"
4402,Assist Citizen - Mental/TDO/ECO,202200001182,100,W MARKET ST,CPD,2022/01/16 21:55:57+00,1655,"Whitten, Tobyn"
4403,Suspicious Activity,202200001176,,QUARRY RD / MONTICELLO AVE,CPD,2022/01/16 18:07:13+00,1307,"Samar, Jack"
4404,Larceny - Theft from Building,202280000018,700,LEXINGTON AVE,CPD,2022/01/16 17:25:36+00,1225,"Moje, Ashley"
4405,Suspicious Activity,202200001172,500,RIDGE ST,CPD,2022/01/16 16:56:41+00,1156,"Perkins, Ceaser"
4406,Accident w/Injuries,202200001170,1700,HYDRAULIC RD,CPD,2022/01/16 16:32:59+00,1132,"Burchardt, Rudy"
4407,Motor Vehicle Theft,202200001165,100,ROYS PL,CPD,2022/01/16 14:30:01+00,0930,"Samar, Jack"
4408,Assault Aggravated,202200001151,1100,GRADY AVE,CPD,2022/01/16 05:25:58+00,0025,"Vlasis, Christopher"
4409,Fraud-impersonation,202280000017,100,OLD FIFTH CIR,CPD,2022/01/16 04:33:16+00,2333,"Moje, Ashley"
4410,Vandalism,202280000016,2300,"NORTH BERKSHIRE RD, A",CPD,2022/01/16 01:53:17+00,2053,"Moje, Ashley"
4411,Vandalism,202200001127,200,W MAIN ST,CPD,2022/01/15 18:31:42+00,1331,"Turner, Devon"
4412,Hit and Run,202200001124,1100,5TH ST SW,CPD,2022/01/15 17:15:27+00,1215,"Barbour, Tremaine"
4413,Hit and Run,202200001117,700,1ST ST S,CPD,2022/01/15 15:59:18+00,1059,"Pendleton, Eric"
4414,Fraud-credit card,202280000015,100,OLD FIFTH CIRCLE CIR,CPD,2022/01/15 15:37:02+00,1037,"Moje, Ashley"
4415,Vandalism,202200001101,400,"GARRETT ST, F",CPD,2022/01/15 09:31:57+00,0431,"Wells, Matthew"
4416,Suspicious Activity,202200001100,1100,FOREST HILLS AVE,CPD,2022/01/15 08:02:18+00,0302,"Patel, Akash"
4417,Assault Simple,202200001095,2300,"NORTH BERKSHIRE RD, A",CPD,2022/01/15 04:58:33+00,2358,"Hall, Stephen"
4418,Shots Fired/Illegal Hunting,202200001082,2100,"MICHIE DR, 129",CPD,2022/01/15 02:44:00+00,2144,"Gower, Charles"
4419,Motor Vehicle Theft,202200001081,1500,VIRGINIA AVE,CPD,2022/01/15 02:29:38+00,2129,"Lowe, Courtney"
4420,Larceny - From Motor Vehicle,202280000014,1000,"W MAIN ST, 626",CPD,2022/01/14 21:06:56+00,1606,"Moje, Ashley"
4421,Comm Relations Initiative - CRI,202200001064,100,E JEFFERSON ST,CPD,2022/01/14 20:05:50+00,1505,"Shiflett, Tammy"
4422,Death Investigation - DOA,202200001059,800,RIDGE ST,CPD,2022/01/14 18:37:27+00,1337,"Pendleton, Eric"
4423,Lost/FoundProperty,202280000013,100,OLD FIFTH CIR,CPD,2022/01/14 17:27:00+00,1227,"Pendleton, Eric"
4424,Assault Aggravated,202200001045,900,"1ST ST S, C",CPD,2022/01/14 15:52:08+00,1052,"Pendleton, Eric"
4425,Robbery - Strong Arm,202200001022,2000,IVY RD,CPD,2022/01/14 09:25:45+00,0425,"Wells, Matthew"
4426,Driving Under the Influence,202200001018,1400,RUGBY RD,CPD,2022/01/14 06:21:06+00,0121,"Patel, Akash"
4427,Driving Under the Influence,202200001015,300,10 1/2 ST NW,CPD,2022/01/14 05:37:16+00,0037,"Curry, Brian"
4428,Assist Citizen - Mental/TDO/ECO,202200001010,2100,"MICHIE DR, 92",CPD,2022/01/14 01:23:33+00,2023,"Hall, Stephen"
4429,Assist Citizen - Mental/TDO/ECO,202200001001,2000,HOLIDAY DR,CPD,2022/01/14 00:51:46+00,1951,"Venereo, Arturo"
4430,Robbery - Strong Arm,202200000999,600,CHERRY AVE,CPD,2022/01/14 00:04:21+00,1904,"Hopiane, Sayd"
4431,Assist Citizen - Mental/TDO/ECO,202200000991,300,DICE ST,CPD,2022/01/13 22:20:00+00,1720,"Hopiane, Sayd"
4432,Larceny - All Other,202200000990,100,HARMON ST,CPD,2022/01/13 22:04:27+00,1704,"Eckenroth, Rachel"
4433,Hit and Run,202200000982,400,"GARRETT ST, C",CPD,2022/01/13 19:43:35+00,1443,"Venereo, Arturo"
4434,Hit and Run,202200000973,1800,EMMET ST N,CPD,2022/01/13 19:28:09+00,1428,"Burchardt, Rudy"
4435,Lost/FoundProperty,202200000968,1000,PRESTON AVE,CPD,2022/01/13 18:02:14+00,1302,"Houchens, Logan"
4436,Assault Intimidation,202200000967,700,MONTROSE AVE,CPD,2022/01/13 17:57:55+00,1257,"Pendleton, Eric"
4437,Hit and Run,202200000964,100,2ND ST NE,CPD,2022/01/13 17:17:41+00,1217,"Arndt, Brian"
4438,Larceny - From Motor Vehicle,202280000012,1400,OXFORD RD,CPD,2022/01/13 16:37:03+00,1137,"Pendleton, Eric"
4439,Lost/FoundProperty,202200000956,300,PARKWAY ST,CPD,2022/01/13 15:27:32+00,1027,"Arndt, Brian"
4440,Sex Offense - Assault w/Object,202200000955,1100,E HIGH ST,CPD,2022/01/13 15:17:48+00,1017,"Bentz, Benjamin "
4441,Burglary,202200000953,700,"MADISON AVE, B",CPD,2022/01/13 14:13:09+00,0913,"Burnett, James"
4442,Animal Complaint,202200000949,500,BAINBRIDGE ST,CPD,2022/01/13 13:37:11+00,0837,"Allen, Claire"
4443,Unauthorized Use of Motor Veh,202200000946,1400,RUGBY AVE,CPD,2022/01/13 12:31:22+00,0731,"KEPLINGER, CHRISTOPHER"
4444,Fires Not Arson,202200000945,500,1ST ST N,CPD,2022/01/13 09:31:13+00,0431,"Wells, Matthew"
4445,Warrant Service,202200000930,1100,5TH ST SW,CPD,2022/01/13 02:45:48+00,2145,"Stein, Nathan"
4446,Fraud-impersonation,202280000011,400,ELLIOTT AVE,CPD,2022/01/13 01:28:30+00,2028,"Pendleton, Eric"
4447,Assault Simple,202200000924,1500,"CARLTON AVE, 37",CPD,2022/01/13 00:53:55+00,1953,"Green, Bryan"
4448,Larceny - Theft from Building,202280000010,1000,WEST MAIN STREET ST,CPD,2022/01/12 20:56:40+00,1556,"Pendleton, Eric"
4449,Larceny - All Other,202200000915,300,15TH ST NW,CPD,2022/01/12 20:06:24+00,1506,"Houchens, Logan"
4450,Lost/FoundProperty,202200000871,1100,SEMINOLE,CPD,2022/01/12 13:37:55+00,0837,"McKeown, Kaitlyn"
4451,Death Investigation - DOA,202200000867,100,"MANILA ST, A",CPD,2022/01/12 10:39:49+00,0539,"Wells, Matthew"
4452,Drug Investigation,202200000855,600,ELLIOTT AVE,CPD,2022/01/12 04:17:59+00,2317,"Green, Bryan"
4453,Assault Simple,202200000845,1600,EMMET ST N,CPD,2022/01/12 01:09:27+00,2009,"Middleton, Matthew"
4454,Larceny - Of Veh Parts/Access,202280000009,1900,"JEFFERSON PARK AVE, 22",CPD,2022/01/11 22:45:36+00,1745,"Moje, Ashley"
4455,Larceny - From Motor Vehicle,202200000826,700,"PROSPECT AVE, F",CPD,2022/01/11 19:01:06+00,1401,"Alfonso, Sean"
4456,Fraud-credit card,202280000008,,PARKWAY ST,CPD,2022/01/11 14:22:15+00,0922,"Moje, Ashley"
4457,Motor Vehicle Theft,202200000801,900,RIDGE ST,CPD,2022/01/11 10:39:24+00,0539,"Vlasis, Christopher"
4458,Shots Fired/Illegal Hunting,202200000788,1600,MADISON AVE,CPD,2022/01/11 04:52:16+00,2352,"Smith, Daniel"
4459,Larceny - From Motor Vehicle,202280000007,1300,WERTLAND ST,CPD,2022/01/11 00:09:49+00,1909,"Moje, Ashley"
4460,Motor Vehicle Theft,202200000778,500,CLEVELAND AVE,CPD,2022/01/10 23:16:09+00,1816,"Alfonso, Sean"
4461,Motor Vehicle Theft,202200000779,900,2ND ST SE,CPD,2022/01/10 23:02:14+00,1802,"Houchens, Jamell"
4462,Driving Under the Influence,202200000774,1400,E HIGH ST,CPD,2022/01/10 22:57:47+00,1757,"Green, Bryan"
4463,Death Investigation - DOA,202200000772,1400,"MONTICELLO RD, 206",CPD,2022/01/10 22:49:17+00,1749,"Venereo, Arturo"
4464,Hit and Run,202200000766,1200,AGNESE ST,CPD,2022/01/10 21:42:23+00,1642,"Green, Bryan"
